"Row","Col","Value","Trait","ENV"
75,18,-0.09238540977324,"DTE","Clavet_2024"
76,18,-0.0890987977928428,"DTE","Clavet_2024"
77,18,-0.0857853704024411,"DTE","Clavet_2024"
1,19,-0.286591629171283,"DTE","Clavet_2024"
2,19,-0.282658970549996,"DTE","Clavet_2024"
3,19,-0.278722321292988,"DTE","Clavet_2024"
4,19,-0.274792008913738,"DTE","Clavet_2024"
5,19,-0.270878360925727,"DTE","Clavet_2024"
6,19,-0.266991704842436,"DTE","Clavet_2024"
7,19,-0.263142368177345,"DTE","Clavet_2024"
8,19,-0.259340678443935,"DTE","Clavet_2024"
9,19,-0.255596963155685,"DTE","Clavet_2024"
10,19,-0.251921549826077,"DTE","Clavet_2024"
11,19,-0.248324519307408,"DTE","Clavet_2024"
12,19,-0.244810279244789,"DTE","Clavet_2024"
13,19,-0.24137756407614,"DTE","Clavet_2024"
14,19,-0.238024861578197,"DTE","Clavet_2024"
15,19,-0.234750659527702,"DTE","Clavet_2024"
16,19,-0.231553445701393,"DTE","Clavet_2024"
17,19,-0.228431707876006,"DTE","Clavet_2024"
18,19,-0.225383933828278,"DTE","Clavet_2024"
19,19,-0.222408611334953,"DTE","Clavet_2024"
20,19,-0.219504228172766,"DTE","Clavet_2024"
21,19,-0.216668081880347,"DTE","Clavet_2024"
22,19,-0.213892709043899,"DTE","Clavet_2024"
23,19,-0.211169456011513,"DTE","Clavet_2024"
24,19,-0.208489669131282,"DTE","Clavet_2024"
25,19,-0.205844694751304,"DTE","Clavet_2024"
26,19,-0.203225879219666,"DTE","Clavet_2024"
27,19,-0.200624568884463,"DTE","Clavet_2024"
28,19,-0.198032110093786,"DTE","Clavet_2024"
29,19,-0.195439849195741,"DTE","Clavet_2024"
30,19,-0.192839451312851,"DTE","Clavet_2024"
31,19,-0.190229913380066,"DTE","Clavet_2024"
32,19,-0.187617564144662,"DTE","Clavet_2024"
33,19,-0.185009051128429,"DTE","Clavet_2024"
34,19,-0.182411021853102,"DTE","Clavet_2024"
35,19,-0.179830123840453,"DTE","Clavet_2024"
36,19,-0.177273004612227,"DTE","Clavet_2024"
37,19,-0.174746311690198,"DTE","Clavet_2024"
38,19,-0.172256692596103,"DTE","Clavet_2024"
39,19,-0.169810794851715,"DTE","Clavet_2024"
40,19,-0.167414345600382,"DTE","Clavet_2024"
41,19,-0.165069390471843,"DTE","Clavet_2024"
42,19,-0.162777054717431,"DTE","Clavet_2024"
43,19,-0.160538463588455,"DTE","Clavet_2024"
44,19,-0.158354742336271,"DTE","Clavet_2024"
45,19,-0.156227016212186,"DTE","Clavet_2024"
46,19,-0.15415641046755,"DTE","Clavet_2024"
47,19,-0.152144050353675,"DTE","Clavet_2024"
48,19,-0.150191061121907,"DTE","Clavet_2024"
49,19,-0.148298287648917,"DTE","Clavet_2024"
50,19,-0.146460126194881,"DTE","Clavet_2024"
51,19,-0.144664524403321,"DTE","Clavet_2024"
52,19,-0.142899149543209,"DTE","Clavet_2024"
53,19,-0.141151668883484,"DTE","Clavet_2024"
54,19,-0.139409749693086,"DTE","Clavet_2024"
55,19,-0.13766105924094,"DTE","Clavet_2024"
56,19,-0.135893264795983,"DTE","Clavet_2024"
57,19,-0.134094033627132,"DTE","Clavet_2024"
58,19,-0.132251033003424,"DTE","Clavet_2024"
59,19,-0.13035416708586,"DTE","Clavet_2024"
60,19,-0.128402287604169,"DTE","Clavet_2024"
61,19,-0.126396483180348,"DTE","Clavet_2024"
62,19,-0.124337842436257,"DTE","Clavet_2024"
63,19,-0.122227453993819,"DTE","Clavet_2024"
64,19,-0.12006640647488,"DTE","Clavet_2024"
65,19,-0.117855788501418,"DTE","Clavet_2024"
66,19,-0.115596688695302,"DTE","Clavet_2024"
67,19,-0.113290195678397,"DTE","Clavet_2024"
68,19,-0.110937423865027,"DTE","Clavet_2024"
69,19,-0.108540080891038,"DTE","Clavet_2024"
70,19,-0.106100467614123,"DTE","Clavet_2024"
71,19,-0.103620910684397,"DTE","Clavet_2024"
72,19,-0.101103736751961,"DTE","Clavet_2024"
73,19,-0.0985512724667634,"DTE","Clavet_2024"
74,19,-0.0959658444788242,"DTE","Clavet_2024"
75,19,-0.0933497794380985,"DTE","Clavet_2024"
76,19,-0.0907054039947987,"DTE","Clavet_2024"
77,19,-0.0880350447989185,"DTE","Clavet_2024"
1,20,-0.277149206225717,"DTE","Clavet_2024"
2,20,-0.273396402058321,"DTE","Clavet_2024"
3,20,-0.269626097987136,"DTE","Clavet_2024"
4,20,-0.265849611412031,"DTE","Clavet_2024"
5,20,-0.262078259732877,"DTE","Clavet_2024"
6,20,-0.258323360349541,"DTE","Clavet_2024"
7,20,-0.254596230661892,"DTE","Clavet_2024"
8,20,-0.2509081880698,"DTE","Clavet_2024"
9,20,-0.247270549973134,"DTE","Clavet_2024"
10,20,-0.243694633771763,"DTE","Clavet_2024"
11,20,-0.240191463683706,"DTE","Clavet_2024"
12,20,-0.236765320744495,"DTE","Clavet_2024"
13,20,-0.233413742807166,"DTE","Clavet_2024"
14,20,-0.230133974542906,"DTE","Clavet_2024"
15,20,-0.226923260622907,"DTE","Clavet_2024"
16,20,-0.22377884571836,"DTE","Clavet_2024"
17,20,-0.220697974500449,"DTE","Clavet_2024"
18,20,-0.217677891640364,"DTE","Clavet_2024"
19,20,-0.214715841809298,"DTE","Clavet_2024"
20,20,-0.211809069678439,"DTE","Clavet_2024"
21,20,-0.208953821345713,"DTE","Clavet_2024"
22,20,-0.206142348615998,"DTE","Clavet_2024"
23,20,-0.20336590472091,"DTE","Clavet_2024"
24,20,-0.200615742892064,"DTE","Clavet_2024"
25,20,-0.197883116361079,"DTE","Clavet_2024"
26,20,-0.195159278359568,"DTE","Clavet_2024"
27,20,-0.192435482119147,"DTE","Clavet_2024"
28,20,-0.189702980871431,"DTE","Clavet_2024"
29,20,-0.186953027848045,"DTE","Clavet_2024"
30,20,-0.184177305173722,"DTE","Clavet_2024"
31,20,-0.181377359515306,"DTE","Clavet_2024"
32,20,-0.178564602081668,"DTE","Clavet_2024"
33,20,-0.175750872974869,"DTE","Clavet_2024"
34,20,-0.172948012296917,"DTE","Clavet_2024"
35,20,-0.170167860149859,"DTE","Clavet_2024"
36,20,-0.167422256635713,"DTE","Clavet_2024"
37,20,-0.164723041856527,"DTE","Clavet_2024"
38,20,-0.16208205591431,"DTE","Clavet_2024"
39,20,-0.159511138911109,"DTE","Clavet_2024"
40,20,-0.15702058172709,"DTE","Clavet_2024"
41,20,-0.154614478354981,"DTE","Clavet_2024"
42,20,-0.15229537356565,"DTE","Clavet_2024"
43,20,-0.150065812129939,"DTE","Clavet_2024"
44,20,-0.147928338818737,"DTE","Clavet_2024"
45,20,-0.145885498402886,"DTE","Clavet_2024"
46,20,-0.143939835653268,"DTE","Clavet_2024"
47,20,-0.14209389534073,"DTE","Clavet_2024"
48,20,-0.140350222236151,"DTE","Clavet_2024"
49,20,-0.138710973755106,"DTE","Clavet_2024"
50,20,-0.137169398142155,"DTE","Clavet_2024"
51,20,-0.135709834470695,"DTE","Clavet_2024"
52,20,-0.134316234458934,"DTE","Clavet_2024"
53,20,-0.132972549825055,"DTE","Clavet_2024"
54,20,-0.131662732287236,"DTE","Clavet_2024"
55,20,-0.130370733563641,"DTE","Clavet_2024"
56,20,-0.129080505372451,"DTE","Clavet_2024"
57,20,-0.12777599943182,"DTE","Clavet_2024"
58,20,-0.126441167460024,"DTE","Clavet_2024"
59,20,-0.1250626830374,"DTE","Clavet_2024"
60,20,-0.123638107193381,"DTE","Clavet_2024"
61,20,-0.122167722819755,"DTE","Clavet_2024"
62,20,-0.12065181280818,"DTE","Clavet_2024"
63,20,-0.119090660050374,"DTE","Clavet_2024"
64,20,-0.117484547437982,"DTE","Clavet_2024"
65,20,-0.115833757862773,"DTE","Clavet_2024"
66,20,-0.114138574216416,"DTE","Clavet_2024"
67,20,-0.112399279390571,"DTE","Clavet_2024"
68,20,-0.110616214641509,"DTE","Clavet_2024"
69,20,-0.108791063606656,"DTE","Clavet_2024"
70,20,-0.106926852304907,"DTE","Clavet_2024"
71,20,-0.105026665119728,"DTE","Clavet_2024"
72,20,-0.103093586434572,"DTE","Clavet_2024"
73,20,-0.101130700632746,"DTE","Clavet_2024"
74,20,-0.0991410920976254,"DTE","Clavet_2024"
75,20,-0.097127845212523,"DTE","Clavet_2024"
76,20,-0.0950940443609998,"DTE","Clavet_2024"
77,20,-0.0930427739264057,"DTE","Clavet_2024"
1,21,-0.272679625762306,"DTE","Clavet_2024"
2,21,-0.269027429414695,"DTE","Clavet_2024"
3,21,-0.265346412927343,"DTE","Clavet_2024"
4,21,-0.261648580220608,"DTE","Clavet_2024"
5,21,-0.257945935214849,"DTE","Clavet_2024"
6,21,-0.254250481830423,"DTE","Clavet_2024"
7,21,-0.25057422398769,"DTE","Clavet_2024"
8,21,-0.246929165607007,"DTE","Clavet_2024"
9,21,-0.243327310608733,"DTE","Clavet_2024"
10,21,-0.239780662913225,"DTE","Clavet_2024"
11,21,-0.236300897536794,"DTE","Clavet_2024"
12,21,-0.232892124702648,"DTE","Clavet_2024"
13,21,-0.229550889840893,"DTE","Clavet_2024"
14,21,-0.226273409477583,"DTE","Clavet_2024"
15,21,-0.223055900138778,"DTE","Clavet_2024"
16,21,-0.219894578350535,"DTE","Clavet_2024"
17,21,-0.216785660638909,"DTE","Clavet_2024"
18,21,-0.213725363529957,"DTE","Clavet_2024"
19,21,-0.210709903549738,"DTE","Clavet_2024"
20,21,-0.207735497224309,"DTE","Clavet_2024"
21,21,-0.204797535972177,"DTE","Clavet_2024"
22,21,-0.20188811078166,"DTE","Clavet_2024"
23,21,-0.198998487533524,"DTE","Clavet_2024"
24,21,-0.196119932108536,"DTE","Clavet_2024"
25,21,-0.193243710387469,"DTE","Clavet_2024"
26,21,-0.190361088251084,"DTE","Clavet_2024"
27,21,-0.187463331580151,"DTE","Clavet_2024"
28,21,-0.184541706255436,"DTE","Clavet_2024"
29,21,-0.181587478157718,"DTE","Clavet_2024"
30,21,-0.178592450950192,"DTE","Clavet_2024"
31,21,-0.175560797292372,"DTE","Clavet_2024"
32,21,-0.172509058839999,"DTE","Clavet_2024"
33,21,-0.169454315031319,"DTE","Clavet_2024"
34,21,-0.166413645304526,"DTE","Clavet_2024"
35,21,-0.163404129097849,"DTE","Clavet_2024"
36,21,-0.160442845849493,"DTE","Clavet_2024"
37,21,-0.157546874997687,"DTE","Clavet_2024"
38,21,-0.154733295980628,"DTE","Clavet_2024"
39,21,-0.152019188236546,"DTE","Clavet_2024"
40,21,-0.149419440411472,"DTE","Clavet_2024"
41,21,-0.146940177982722,"DTE","Clavet_2024"
42,21,-0.144585335635429,"DTE","Clavet_2024"
43,21,-0.142358848054703,"DTE","Clavet_2024"
44,21,-0.140264649925701,"DTE","Clavet_2024"
45,21,-0.138306675933532,"DTE","Clavet_2024"
46,21,-0.136488860763346,"DTE","Clavet_2024"
47,21,-0.134815139100257,"DTE","Clavet_2024"
48,21,-0.133289445629412,"DTE","Clavet_2024"
49,21,-0.131915212723022,"DTE","Clavet_2024"
50,21,-0.130684319556807,"DTE","Clavet_2024"
51,21,-0.129577092109844,"DTE","Clavet_2024"
52,21,-0.128573354048395,"DTE","Clavet_2024"
53,21,-0.12765292903869,"DTE","Clavet_2024"
54,21,-0.126795640746959,"DTE","Clavet_2024"
55,21,-0.125981312839419,"DTE","Clavet_2024"
56,21,-0.1251897689823,"DTE","Clavet_2024"
57,21,-0.12440083284181,"DTE","Clavet_2024"
58,21,-0.123594328084271,"DTE","Clavet_2024"
59,21,-0.122753372279396,"DTE","Clavet_2024"
60,21,-0.12187425861127,"DTE","Clavet_2024"
61,21,-0.120956574167655,"DTE","Clavet_2024"
62,21,-0.119999906036183,"DTE","Clavet_2024"
63,21,-0.119003841304545,"DTE","Clavet_2024"
64,21,-0.117967967060362,"DTE","Clavet_2024"
65,21,-0.116891870391377,"DTE","Clavet_2024"
66,21,-0.115775138385231,"DTE","Clavet_2024"
67,21,-0.11461735812956,"DTE","Clavet_2024"
68,21,-0.11341821557704,"DTE","Clavet_2024"
69,21,-0.112179670571473,"DTE","Clavet_2024"
70,21,-0.11090595684809,"DTE","Clavet_2024"
71,21,-0.109601407007129,"DTE","Clavet_2024"
72,21,-0.108270353648814,"DTE","Clavet_2024"
73,21,-0.106917129373224,"DTE","Clavet_2024"
74,21,-0.105546066780506,"DTE","Clavet_2024"
75,21,-0.104161498470745,"DTE","Clavet_2024"
76,21,-0.102767757044271,"DTE","Clavet_2024"
77,21,-0.101369175101206,"DTE","Clavet_2024"
1,22,-0.273916946865544,"DTE","Clavet_2024"
2,22,-0.27024749006272,"DTE","Clavet_2024"
3,22,-0.266543191467235,"DTE","Clavet_2024"
4,22,-0.262816316119799,"DTE","Clavet_2024"
5,22,-0.259079129061118,"DTE","Clavet_2024"
6,22,-0.255343895331907,"DTE","Clavet_2024"
7,22,-0.251622879972873,"DTE","Clavet_2024"
8,22,-0.247928348024726,"DTE","Clavet_2024"
9,22,-0.244272564528175,"DTE","Clavet_2024"
10,22,-0.24066779452393,"DTE","Clavet_2024"
11,22,-0.237125946846218,"DTE","Clavet_2024"
12,22,-0.233650737580164,"DTE","Clavet_2024"
13,22,-0.230237690061794,"DTE","Clavet_2024"
14,22,-0.226881971420646,"DTE","Clavet_2024"
15,22,-0.223578748786263,"DTE","Clavet_2024"
16,22,-0.220323189288187,"DTE","Clavet_2024"
17,22,-0.217110460055957,"DTE","Clavet_2024"
18,22,-0.213935728219114,"DTE","Clavet_2024"
19,22,-0.210794160907202,"DTE","Clavet_2024"
20,22,-0.207680925249762,"DTE","Clavet_2024"
21,22,-0.204590484509461,"DTE","Clavet_2024"
22,22,-0.201514486481482,"DTE","Clavet_2024"
23,22,-0.198443875094135,"DTE","Clavet_2024"
24,22,-0.19536959427573,"DTE","Clavet_2024"
25,22,-0.192282587954581,"DTE","Clavet_2024"
26,22,-0.189173800058993,"DTE","Clavet_2024"
27,22,-0.186034174517278,"DTE","Clavet_2024"
28,22,-0.182854655257744,"DTE","Clavet_2024"
29,22,-0.179626186208713,"DTE","Clavet_2024"
30,22,-0.176340371904603,"DTE","Clavet_2024"
31,22,-0.173004010820792,"DTE","Clavet_2024"
32,22,-0.169639095373524,"DTE","Clavet_2024"
33,22,-0.166268278585231,"DTE","Clavet_2024"
34,22,-0.16291421347829,"DTE","Clavet_2024"
35,22,-0.159599553075115,"DTE","Clavet_2024"
36,22,-0.156346950398096,"DTE","Clavet_2024"
37,22,-0.153179058469647,"DTE","Clavet_2024"
38,22,-0.150118530312148,"DTE","Clavet_2024"
39,22,-0.147188018948014,"DTE","Clavet_2024"
40,22,-0.144407357046915,"DTE","Clavet_2024"
41,22,-0.141785095867618,"DTE","Clavet_2024"
42,22,-0.139326966316163,"DTE","Clavet_2024"
43,22,-0.137038699298564,"DTE","Clavet_2024"
44,22,-0.134926025720885,"DTE","Clavet_2024"
45,22,-0.132994676489141,"DTE","Clavet_2024"
46,22,-0.131250382509387,"DTE","Clavet_2024"
47,22,-0.129698874687642,"DTE","Clavet_2024"
48,22,-0.128345883929959,"DTE","Clavet_2024"
49,22,-0.127196517082771,"DTE","Clavet_2024"
50,22,-0.126241527622269,"DTE","Clavet_2024"
51,22,-0.12545731565425,"DTE","Clavet_2024"
52,22,-0.124819657225012,"DTE","Clavet_2024"
53,22,-0.124304328380823,"DTE","Clavet_2024"
54,22,-0.123887105167948,"DTE","Clavet_2024"
55,22,-0.123543763632641,"DTE","Clavet_2024"
56,22,-0.123250079821169,"DTE","Clavet_2024"
57,22,-0.122981829779774,"DTE","Clavet_2024"
58,22,-0.122714789554817,"DTE","Clavet_2024"
59,22,-0.122428500838743,"DTE","Clavet_2024"
60,22,-0.122117567909168,"DTE","Clavet_2024"
61,22,-0.121780360690077,"DTE","Clavet_2024"
62,22,-0.12141524910533,"DTE","Clavet_2024"
63,22,-0.121020603078845,"DTE","Clavet_2024"
64,22,-0.120594792534467,"DTE","Clavet_2024"
65,22,-0.120136187396166,"DTE","Clavet_2024"
66,22,-0.119643157587809,"DTE","Clavet_2024"
67,22,-0.119114073033259,"DTE","Clavet_2024"
68,22,-0.118547451818535,"DTE","Clavet_2024"
69,22,-0.117945219754467,"DTE","Clavet_2024"
70,22,-0.117312710377008,"DTE","Clavet_2024"
71,22,-0.116655405384228,"DTE","Clavet_2024"
72,22,-0.115978786474186,"DTE","Clavet_2024"
73,22,-0.115288335344796,"DTE","Clavet_2024"
74,22,-0.114589533694041,"DTE","Clavet_2024"
75,22,-0.113887863219839,"DTE","Clavet_2024"
76,22,-0.113188805620356,"DTE","Clavet_2024"
77,22,-0.112497842593548,"DTE","Clavet_2024"
1,23,-0.282802027842909,"DTE","Clavet_2024"
2,23,-0.278926631785502,"DTE","Clavet_2024"
3,23,-0.275017496807967,"DTE","Clavet_2024"
4,23,-0.271086809979174,"DTE","Clavet_2024"
5,23,-0.267146758367997,"DTE","Clavet_2024"
6,23,-0.263209529043307,"DTE","Clavet_2024"
7,23,-0.259287309073977,"DTE","Clavet_2024"
8,23,-0.255392285528878,"DTE","Clavet_2024"
9,23,-0.251536645476882,"DTE","Clavet_2024"
10,23,-0.247732575986863,"DTE","Clavet_2024"
11,23,-0.243991881792173,"DTE","Clavet_2024"
12,23,-0.240317573909239,"DTE","Clavet_2024"
13,23,-0.236703869637567,"DTE","Clavet_2024"
14,23,-0.233144603941138,"DTE","Clavet_2024"
15,23,-0.22963361178394,"DTE","Clavet_2024"
16,23,-0.226164728129957,"DTE","Clavet_2024"
17,23,-0.222731787943171,"DTE","Clavet_2024"
18,23,-0.219328626187567,"DTE","Clavet_2024"
19,23,-0.215949077827131,"DTE","Clavet_2024"
20,23,-0.212586977825849,"DTE","Clavet_2024"
21,23,-0.20923547995801,"DTE","Clavet_2024"
22,23,-0.205885013239139,"DTE","Clavet_2024"
23,23,-0.202525325495065,"DTE","Clavet_2024"
24,23,-0.199146164551619,"DTE","Clavet_2024"
25,23,-0.195737278234636,"DTE","Clavet_2024"
26,23,-0.192288414369939,"DTE","Clavet_2024"
27,23,-0.188789320783364,"DTE","Clavet_2024"
28,23,-0.185229745300737,"DTE","Clavet_2024"
29,23,-0.181599435747902,"DTE","Clavet_2024"
30,23,-0.17788895568473,"DTE","Clavet_2024"
31,23,-0.174107630554547,"DTE","Clavet_2024"
32,23,-0.170283547684039,"DTE","Clavet_2024"
33,23,-0.166445610134012,"DTE","Clavet_2024"
34,23,-0.162622720965217,"DTE","Clavet_2024"
35,23,-0.158843783238444,"DTE","Clavet_2024"
36,23,-0.155137700014457,"DTE","Clavet_2024"
37,23,-0.151533374354047,"DTE","Clavet_2024"
38,23,-0.148059709317966,"DTE","Clavet_2024"
39,23,-0.144745607967006,"DTE","Clavet_2024"
40,23,-0.141616577890363,"DTE","Clavet_2024"
41,23,-0.138684544790938,"DTE","Clavet_2024"
42,23,-0.13595803890006,"DTE","Clavet_2024"
43,23,-0.133445590449029,"DTE","Clavet_2024"
44,23,-0.131155729669196,"DTE","Clavet_2024"
45,23,-0.129096986791862,"DTE","Clavet_2024"
46,23,-0.12727789204837,"DTE","Clavet_2024"
47,23,-0.125706975670025,"DTE","Clavet_2024"
48,23,-0.124392767888169,"DTE","Clavet_2024"
49,23,-0.123343044349215,"DTE","Clavet_2024"
50,23,-0.12254822524733,"DTE","Clavet_2024"
51,23,-0.121981375324276,"DTE","Clavet_2024"
52,23,-0.121614804737014,"DTE","Clavet_2024"
53,23,-0.121420823642474,"DTE","Clavet_2024"
54,23,-0.121371742197584,"DTE","Clavet_2024"
55,23,-0.121439870559257,"DTE","Clavet_2024"
56,23,-0.121597518884423,"DTE","Clavet_2024"
57,23,-0.121816997329985,"DTE","Clavet_2024"
58,23,-0.12207061605297,"DTE","Clavet_2024"
59,23,-0.122334584068619,"DTE","Clavet_2024"
60,23,-0.122600705825891,"DTE","Clavet_2024"
61,23,-0.122864684632262,"DTE","Clavet_2024"
62,23,-0.123122223795073,"DTE","Clavet_2024"
63,23,-0.123369026621725,"DTE","Clavet_2024"
64,23,-0.123600796419547,"DTE","Clavet_2024"
65,23,-0.123813236495994,"DTE","Clavet_2024"
66,23,-0.124002050158417,"DTE","Clavet_2024"
67,23,-0.12416294071416,"DTE","Clavet_2024"
68,23,-0.124291827880263,"DTE","Clavet_2024"
69,23,-0.124389608791775,"DTE","Clavet_2024"
70,23,-0.124462158002073,"DTE","Clavet_2024"
71,23,-0.124515566474194,"DTE","Clavet_2024"
72,23,-0.124555925171159,"DTE","Clavet_2024"
73,23,-0.124589325055839,"DTE","Clavet_2024"
74,23,-0.124621857091177,"DTE","Clavet_2024"
75,23,-0.12465961224005,"DTE","Clavet_2024"
76,23,-0.124708681465591,"DTE","Clavet_2024"
77,23,-0.124775155730715,"DTE","Clavet_2024"
1,24,-0.295318914634246,"DTE","Clavet_2024"
2,24,-0.29096502913401,"DTE","Clavet_2024"
3,24,-0.286584569188247,"DTE","Clavet_2024"
4,24,-0.282189704366474,"DTE","Clavet_2024"
5,24,-0.277792604238212,"DTE","Clavet_2024"
6,24,-0.273405438372983,"DTE","Clavet_2024"
7,24,-0.269040376340305,"DTE","Clavet_2024"
8,24,-0.264709587709699,"DTE","Clavet_2024"
9,24,-0.260425242050683,"DTE","Clavet_2024"
10,24,-0.256199508932781,"DTE","Clavet_2024"
11,24,-0.25204413996315,"DTE","Clavet_2024"
12,24,-0.24796127361467,"DTE","Clavet_2024"
13,24,-0.243943435225944,"DTE","Clavet_2024"
14,24,-0.239982732173208,"DTE","Clavet_2024"
15,24,-0.236071271832706,"DTE","Clavet_2024"
16,24,-0.23220116158068,"DTE","Clavet_2024"
17,24,-0.228364508793365,"DTE","Clavet_2024"
18,24,-0.224553420847004,"DTE","Clavet_2024"
19,24,-0.220760005117839,"DTE","Clavet_2024"
20,24,-0.21697636898211,"DTE","Clavet_2024"
21,24,-0.213193820699388,"DTE","Clavet_2024"
22,24,-0.20940047206258,"DTE","Clavet_2024"
23,24,-0.205583635747918,"DTE","Clavet_2024"
24,24,-0.201730624431642,"DTE","Clavet_2024"
25,24,-0.197828750789991,"DTE","Clavet_2024"
26,24,-0.193865327499196,"DTE","Clavet_2024"
27,24,-0.189827667235496,"DTE","Clavet_2024"
28,24,-0.185703082675126,"DTE","Clavet_2024"
29,24,-0.181478886494333,"DTE","Clavet_2024"
30,24,-0.177143406986993,"DTE","Clavet_2024"
31,24,-0.17270833165316,"DTE","Clavet_2024"
32,24,-0.168208707198972,"DTE","Clavet_2024"
33,24,-0.163680595948287,"DTE","Clavet_2024"
34,24,-0.159160060224906,"DTE","Clavet_2024"
35,24,-0.154683162352671,"DTE","Clavet_2024"
36,24,-0.150285964655394,"DTE","Clavet_2024"
37,24,-0.146004529456917,"DTE","Clavet_2024"
38,24,-0.141874919081044,"DTE","Clavet_2024"
39,24,-0.137933195851617,"DTE","Clavet_2024"
40,24,-0.134211570496581,"DTE","Clavet_2024"
41,24,-0.130726847360389,"DTE","Clavet_2024"
42,24,-0.127491979191619,"DTE","Clavet_2024"
43,24,-0.12451991873882,"DTE","Clavet_2024"
44,24,-0.121823618750595,"DTE","Clavet_2024"
45,24,-0.119416031975493,"DTE","Clavet_2024"
46,24,-0.117310111162107,"DTE","Clavet_2024"
47,24,-0.115518809058994,"DTE","Clavet_2024"
48,24,-0.114055078414743,"DTE","Clavet_2024"
49,24,-0.112930962198623,"DTE","Clavet_2024"
50,24,-0.112137578456555,"DTE","Clavet_2024"
51,24,-0.111645120310955,"DTE","Clavet_2024"
52,24,-0.111422871105044,"DTE","Clavet_2024"
53,24,-0.111440114182012,"DTE","Clavet_2024"
54,24,-0.111666132885043,"DTE","Clavet_2024"
55,24,-0.112070210557312,"DTE","Clavet_2024"
56,24,-0.112621630542005,"DTE","Clavet_2024"
57,24,-0.113289676182285,"DTE","Clavet_2024"
58,24,-0.114043630821442,"DTE","Clavet_2024"
59,24,-0.114856341252936,"DTE","Clavet_2024"
60,24,-0.115714908071817,"DTE","Clavet_2024"
61,24,-0.116609995323619,"DTE","Clavet_2024"
62,24,-0.117532267053739,"DTE","Clavet_2024"
63,24,-0.118472387307633,"DTE","Clavet_2024"
64,24,-0.119421020130682,"DTE","Clavet_2024"
65,24,-0.120368829568403,"DTE","Clavet_2024"
66,24,-0.121306479666199,"DTE","Clavet_2024"
67,24,-0.122224634469467,"DTE","Clavet_2024"
68,24,-0.123114282776328,"DTE","Clavet_2024"
69,24,-0.123973882692241,"DTE","Clavet_2024"
70,24,-0.124809361630342,"DTE","Clavet_2024"
71,24,-0.125626971756448,"DTE","Clavet_2024"
72,24,-0.126432965236364,"DTE","Clavet_2024"
73,24,-0.127233594235731,"DTE","Clavet_2024"
74,24,-0.128035110920273,"DTE","Clavet_2024"
75,24,-0.128843767455639,"DTE","Clavet_2024"
76,24,-0.129665816007748,"DTE","Clavet_2024"
77,24,-0.130507508742293,"DTE","Clavet_2024"
1,25,-0.305911516458362,"DTE","Clavet_2024"
2,25,-0.300735124235924,"DTE","Clavet_2024"
3,25,-0.29554248881228,"DTE","Clavet_2024"
4,25,-0.290346307681505,"DTE","Clavet_2024"
5,25,-0.285159278337675,"DTE","Clavet_2024"
6,25,-0.279994098274869,"DTE","Clavet_2024"
7,25,-0.274863464987162,"DTE","Clavet_2024"
8,25,-0.269780075968632,"DTE","Clavet_2024"
9,25,-0.264756628713354,"DTE","Clavet_2024"
10,25,-0.259805820715406,"DTE","Clavet_2024"
11,25,-0.254939876787046,"DTE","Clavet_2024"
12,25,-0.250160150058717,"DTE","Clavet_2024"
13,25,-0.245457121979049,"DTE","Clavet_2024"
14,25,-0.240820801314848,"DTE","Clavet_2024"
15,25,-0.236241196832928,"DTE","Clavet_2024"
16,25,-0.231708317300099,"DTE","Clavet_2024"
17,25,-0.227212171483168,"DTE","Clavet_2024"
18,25,-0.222742768148945,"DTE","Clavet_2024"
19,25,-0.218290116064243,"DTE","Clavet_2024"
20,25,-0.213844223995872,"DTE","Clavet_2024"
21,25,-0.209394033138808,"DTE","Clavet_2024"
22,25,-0.204924214400703,"DTE","Clavet_2024"
23,25,-0.200418371117375,"DTE","Clavet_2024"
24,25,-0.195860106624642,"DTE","Clavet_2024"
25,25,-0.191233024258329,"DTE","Clavet_2024"
26,25,-0.186520727354248,"DTE","Clavet_2024"
27,25,-0.181706819248221,"DTE","Clavet_2024"
28,25,-0.176774903276064,"DTE","Clavet_2024"
29,25,-0.171708582773609,"DTE","Clavet_2024"
30,25,-0.166492726640157,"DTE","Clavet_2024"
31,25,-0.161141311735633,"DTE","Clavet_2024"
32,25,-0.155697422880484,"DTE","Clavet_2024"
33,25,-0.150205410458726,"DTE","Clavet_2024"
34,25,-0.144709624854314,"DTE","Clavet_2024"
35,25,-0.139254416451247,"DTE","Clavet_2024"
36,25,-0.133884135633492,"DTE","Clavet_2024"
37,25,-0.128643132785048,"DTE","Clavet_2024"
38,25,-0.123575758289874,"DTE","Clavet_2024"
39,25,-0.118726362531967,"DTE","Clavet_2024"
40,25,-0.114135112731559,"DTE","Clavet_2024"
41,25,-0.109825443453903,"DTE","Clavet_2024"
42,25,-0.105816606100507,"DTE","Clavet_2024"
43,25,-0.102127852072848,"DTE","Clavet_2024"
44,25,-0.0987784327724619,"DTE","Clavet_2024"
45,25,-0.0957875996008254,"DTE","Clavet_2024"
46,25,-0.093174603959463,"DTE","Clavet_2024"
47,25,-0.0909586972498595,"DTE","Clavet_2024"
48,25,-0.0891591308735362,"DTE","Clavet_2024"
49,25,-0.0877940470673814,"DTE","Clavet_2024"
50,25,-0.0868560772828769,"DTE","Clavet_2024"
51,25,-0.0863123421859254,"DTE","Clavet_2024"
52,25,-0.086128853277933,"DTE","Clavet_2024"
